filename,artist,global_cosine_sim,global_anomaly_score
Romanticism/john-roddam-spencer-stanhope_love-and-the-maiden-1877.jpg,john roddam spencer stanhope,0.60182184,0.39817816
Romanticism/john-everett-millais_the-crown-of-love.jpg,john everett millais,0.65587205,0.34412795
Romanticism/john-william-waterhouse_sketch-for-a-mermaid-1892.jpg,john william waterhouse,0.53775144,0.46224856
Romanticism/jan-matejko_boleslaw-the-bold-1.jpg,jan matejko,0.6068784,0.3931216
Romanticism/alfred-stevens_the-japanese-mask.jpg,alfred stevens,0.49978244,0.50021756
Romanticism/alexander-ivanov_via-appia-at-sunset-1845.jpg,alexander ivanov,0.5641828,0.43581718
Romanticism/joseph-wright_the-lady-in-milton-s-comus.jpg,joseph wright,0.5500297,0.4499703
Romanticism/viktor-vasnetsov_the-unsmiling-tsarevna-1926.jpg,viktor vasnetsov,0.5985911,0.4014089
Romanticism/karl-bryullov_mountain-hunters(1).jpg,karl bryullov,0.58109707,0.41890293
Romanticism/francesco-hayez_the-new-favorite-harem-scene-1866.jpg,francesco hayez,0.6942979,0.3057021
Romanticism/konstantin-makovsky_dervish.jpg,konstantin makovsky,0.7061948,0.29380518
Romanticism/john-hoppner_portrait-of-mrs-young.jpg,john hoppner,0.6655581,0.3344419
Romanticism/eugene-delacroix_bay-of-tangier-in-morocco(1).jpg,eugene delacroix,0.55247986,0.44752014
Romanticism/henry-raeburn_portrait-of-mrs-anne-hart.jpg,henry raeburn,0.5816289,0.41837108
Romanticism/konstantin-makovsky_head-of-the-girl.jpg,konstantin makovsky,0.54239905,0.45760095
Romanticism/ferdinand-georg-waldmã¼ller_mountain-landscape-with-vineyard-1862.jpg,ferdinand georg waldmã¼ller,0.52131474,0.47868526
Romanticism/orest-kiprensky_apollo-in-a-chariot-1817.jpg,orest kiprensky,0.34582603,0.654174
Romanticism/dante-gabriel-rossetti_arthur-s-tomb-1855.jpg,dante gabriel rossetti,0.68406093,0.31593907
Romanticism/ivan-aivazovsky_ship-in-a-storm-1891.jpg,ivan aivazovsky,0.45551804,0.544482
Romanticism/john-everett-millais_rosalind-in-the-forest.jpg,john everett millais,0.44964668,0.5503533
Romanticism/cornelis-springer_church-in-zaltbommel.jpg,cornelis springer,0.5157656,0.4842344
Romanticism/gustave-dore_david-shows-saul-how-he-spared-his-life.jpg,gustave dore,0.5023818,0.4976182
Romanticism/thomas-cole_mount-chocorua-new-hampshire-1827.jpg,thomas cole,0.5695457,0.4304543
Romanticism/francisco-goya_consequences-of-war.jpg,francisco goya,0.48963743,0.51036257
Romanticism/gustave-dore_the-return-of-the-prodigal-son.jpg,gustave dore,0.6409713,0.3590287
Romanticism/orest-kiprensky_dmitry-donskoy-after-the-battle-of-kulikovo-detail-1.jpg,orest kiprensky,0.6269043,0.3730957
Romanticism/jehan-georges-vibert_the-bullfighters-adoring-crowd.jpg,jehan georges vibert,0.5145996,0.48540038
Romanticism/eugene-delacroix_study-sardanapalus(1).jpg,eugene delacroix,0.5393891,0.46061093
Romanticism/gustave-dore_the-dell.jpg,gustave dore,0.5173025,0.4826975
Romanticism/john-crome_new-mills-norfolk-men-wading-1812.jpg,john crome,0.69362223,0.30637777
Rococo/joseph-wright_edwin-from-minstrel-by-dr-beattie.jpg,joseph wright,0.631509,0.368491
Romanticism/ivan-aivazovsky_fishermen-on-the-coast-of-the-sea-1852.jpg,ivan aivazovsky,0.5085508,0.49144918
Romanticism/ivan-aivazovsky_mountain-village-gunib-in-daghestan-view-from-the-east-1869.jpg,ivan aivazovsky,0.51270676,0.48729324
Romanticism/mykola-pymonenko_meeting-at-the-well.jpg,mykola pymonenko,0.55345213,0.44654787
Romanticism/john-atkinson-grimshaw_moonlight-1882.jpg,john atkinson grimshaw,0.46483308,0.5351669
Romanticism/george-frederick-watts_charles-booth(1).jpg,george frederick watts,0.47523236,0.52476764
Romanticism/konstantin-makovsky_head.jpg,konstantin makovsky,0.52353495,0.47646505
Romanticism/ivan-aivazovsky_night-tragedy-in-the-sea-of-marmara-1897.jpg,ivan aivazovsky,0.5973289,0.4026711
Romanticism/gustave-dore_the-war-cry-of-the-crusaders.jpg,gustave dore,0.49009264,0.50990736
Romanticism/ivan-aivazovsky_tempest-on-the-sea-at-nidht-1849.jpg,ivan aivazovsky,0.63963914,0.36036086
Romanticism/orest-kiprensky_portrait-of-portrait-of-k-i-albrekht-1827.jpg,orest kiprensky,0.6582153,0.34178472
Romanticism/gustave-dore_perched-upon-a-bust-of-pallas.jpg,gustave dore,0.48789805,0.51210195
Romanticism/cornelis-springer_cityview-wiith-marketstall.jpg,cornelis springer,0.45958662,0.5404134
Romanticism/paul-cezanne_women-dressing.jpg,paul cezanne,0.51264596,0.48735404
Romanticism/john-constable_the-white-horse-1819.jpg,john constable,0.4755482,0.5244518
Romanticism/ivan-aivazovsky_night-constantinople-1886.jpg,ivan aivazovsky,0.50832367,0.49167633
Romanticism/theodore-gericault_horses-going-to-a-fair.jpg,theodore gericault,0.59383863,0.40616137
Romanticism/gustave-dore_the-inferno-canto-32-2.jpg,gustave dore,0.5420097,0.4579903
Romanticism/william-turner_cathedral-church-at-lincoln.jpg,william turner,0.5613878,0.43861222
Romanticism/jan-matejko_stanislaw-leszczynski.jpg,jan matejko,0.56873953,0.43126047
Romanticism/thomas-cole_view-of-monte-video-seat-of-daniel-wadsworth-1828.jpg,thomas cole,0.5963206,0.40367937
Romanticism/alphonse-mucha_the-red-cape-1902.jpg,alphonse mucha,0.63118577,0.36881423
Romanticism/john-collier_the-water-nymph-1923.jpg,john collier,0.52676547,0.47323453
Romanticism/eugene-delacroix_medea-1838(1).jpg,eugene delacroix,0.69809747,0.30190253
Romanticism/eugene-delacroix_faust-11(1).jpg,eugene delacroix,0.6548816,0.3451184
Romanticism/louis-janmot_po-me-de-l-me-15-un-soir.jpg,louis janmot,0.6130601,0.38693988
Romanticism/william-shayer_the-road-side-inn-somerset.jpg,william shayer,0.60364276,0.39635724
Romanticism/caspar-david-friedrich_man-and-woman.jpg,caspar david friedrich,0.59220153,0.40779847
Romanticism/dante-gabriel-rossetti_writing-on-the-sand-1859.jpg,dante gabriel rossetti,0.66947263,0.33052737
Romanticism/adolphe-joseph-thomas-monticelli_elegant-gathering.jpg,adolphe joseph thomas monticelli,0.5006776,0.4993224
Romanticism/francisco-goya_self-portrait-1815.jpg,francisco goya,0.60102564,0.39897436
Romanticism/franz-richard-unterberger_genoa.jpg,franz richard unterberger,0.609032,0.39096802
Romanticism/john-collier_a-glass-of-wine-with-caesar-borgia-1893.jpg,john collier,0.65461075,0.34538925
Romanticism/jan-matejko_battle-of-grunwald-1878.jpg,jan matejko,0.4728428,0.5271572
Romanticism/ivan-aivazovsky_view-of-feodosiya-1845.jpg,ivan aivazovsky,0.50132746,0.49867254
Romanticism/konstantin-makovsky_young-nun.jpg,konstantin makovsky,0.4774378,0.5225622
Romanticism/ivan-aivazovsky_self-portrait-1892.jpg,ivan aivazovsky,0.6104691,0.3895309
Romanticism/paul-cezanne_portrait-of-gustave-boyer.jpg,paul cezanne,0.586966,0.41303402
Romanticism/gustave-dore_beatrice.jpg,gustave dore,0.54206836,0.45793164
Romanticism/miklos-barabas_quay-of-the-danube-with-greek-church-in-1843-1843.jpg,miklos barabas,0.61673677,0.38326323
Romanticism/theodore-chasseriau_the-two-sisters-1843.jpg,theodore chasseriau,0.52084297,0.47915703
Romanticism/joseph-wright_virgil-s-tomb.jpg,joseph wright,0.55937797,0.44062203
Romanticism/ford-madox-brown_the-romans-building-a-fort-at-mancenion.jpg,ford madox brown,0.6205438,0.37945622
Romanticism/dante-gabriel-rossetti_belcolore-1880.jpg,dante gabriel rossetti,0.4648465,0.5351535
Romanticism/orest-kiprensky_portrait-of-adam-mickiewicz-1824.jpg,orest kiprensky,0.54991436,0.45008564
Romanticism/gustave-dore_don-quixote-53.jpg,gustave dore,0.6480746,0.35192537
Romanticism/caspar-david-friedrich_cross-in-the-forrest.jpg,caspar david friedrich,0.48590273,0.5140973
Romanticism/caspar-david-friedrich_two-men-by-the-sea.jpg,caspar david friedrich,0.48153162,0.5184684
Romanticism/francisco-goya_the-fight-at-the-venta-nueva-1777.jpg,francisco goya,0.75360173,0.24639827
Romanticism/orest-kiprensky_self-portrait-1828-1.jpg,orest kiprensky,0.55528957,0.44471043
Romanticism/gustave-dore_fulk-nerra-assailed-by-the-phantoms-of-his-victims.jpg,gustave dore,0.6228454,0.3771546
Romanticism/jan-matejko_gamrat-and-stanczyk-1878.jpg,jan matejko,0.5800259,0.4199741
Romanticism/sir-lawrence-alma-tadema_dame-ellen-terry-as-imogen-shakespeare-heroine-in-cymbeline.jpg,sir lawrence alma tadema,0.53073335,0.46926665
Romanticism/ivan-aivazovsky_the-wedding-of-the-poet-in-ancient-greece-1886.jpg,ivan aivazovsky,0.64435124,0.35564876
Romanticism/jean-leon-gerome_a-bashi-bazouk.jpg,jean leon gerome,0.5254256,0.4745744
Romanticism/gheorghe-tattarescu_flor-reas.jpg,gheorghe tattarescu,0.6616973,0.33830267
Romanticism/gustave-dore_the-whore-and-the-giant.jpg,gustave dore,0.5139151,0.48608488
Romanticism/konstantin-makovsky_portrait-of-the-girl-zhenia.jpg,konstantin makovsky,0.4615757,0.5384243
Romanticism/ivan-aivazovsky_seascape-with-moon-1849.jpg,ivan aivazovsky,0.47660166,0.52339834
Romanticism/orest-kiprensky_neapolitan-girl-with-the-fruits-1831.jpg,orest kiprensky,0.59709257,0.40290743
Romanticism/vasily-tropinin_guitarist-1823.jpg,vasily tropinin,0.46278247,0.5372175
Romanticism/edwin-henry-landseer_the-champion.jpg,edwin henry landseer,0.2623346,0.7376654
Romanticism/gustave-dore_the-agony-in-the-garden.jpg,gustave dore,0.6839653,0.31603467
Romanticism/francisco-goya_attack-on-a-coach-1793.jpg,francisco goya,0.5723677,0.42763227
Romanticism/thomas-cole_mount-aetna-from-taormina-1842.jpg,thomas cole,0.32895672,0.6710433
Romanticism/edward-burne-jones_the-damsel-of-the-sanct-grail.jpg,edward burne jones,0.6073333,0.3926667
Romanticism/lev-lagorio_sevastopol-aqueduct-in-the-gully-ushakovskaya-1850.jpg,lev lagorio,0.4916902,0.50830984
Romanticism/ivan-aivazovsky_little-russian-ox-cart-in-winter-1866.jpg,ivan aivazovsky,0.5246792,0.47532082
Romanticism/jan-matejko_coronation.jpg,jan matejko,0.63033134,0.36966866
Romanticism/konstantin-makovsky_girl-in-burnous.jpg,konstantin makovsky,0.5952634,0.40473658
Romanticism/john-atkinson-grimshaw_roundhay-lake-from-castle-1893.jpg,john atkinson grimshaw,0.63287497,0.36712503
Romanticism/alexander-orlowski_portrait-of-k-i-seidel-1820.jpg,alexander orlowski,0.60350037,0.39649963
Romanticism/johann-koler_girl-at-the-spring-1862.jpg,johann koler,0.6026623,0.39733768
Romanticism/rudolf-von-alt_the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg,rudolf von alt,0.53187287,0.46812713
Romanticism/miklos-barabas_the-family-d-genfeld-1854.jpg,miklos barabas,0.5421758,0.45782417
Romanticism/francisco-goya_mariana-waldstein-ninth-marquesa-de-santa-cruz.jpg,francisco goya,0.590494,0.40950602
Romanticism/francisco-goya_self-portrait-1795.jpg,francisco goya,0.6559272,0.34407282
Romanticism/francisco-goya_are-you-well-as-i-was-telling-you-eh-be-careful-or-1799.jpg,francisco goya,0.60668015,0.39331985
Romanticism/alexander-shilov_singer-e-obraztsova-1987.jpg,alexander shilov,0.5489978,0.45100218
Romanticism/gustave-dore_red-riding-hood-meets-old-father-wolf.jpg,gustave dore,0.5340191,0.4659809
Romanticism/thomas-cole_the-voyage-of-life-childhood-1842.jpg,thomas cole,0.48316014,0.51683986
Romanticism/albert-bierstadt_mormon-boy-salt-lake-city-1863.jpg,albert bierstadt,0.6571499,0.3428501
Romanticism/thomas-cole_landscape-with-tower-from-mcguire-scrapbook.jpg,thomas cole,0.4708446,0.5291554
Romanticism/francisco-goya_the-duke-of-wellington.jpg,francisco goya,0.48604482,0.5139552
Romanticism/karl-bodmer_tombs-of-assiniboin-indians-on-trees-plate-30-from-volume-1-of-travels-in-the-interior-of-north-1832.jpg,karl bodmer,0.5134535,0.48654652
Romanticism/francesco-hayez_portrait-of-ferdinand-i-of-austria-1840.jpg,francesco hayez,0.62920547,0.37079453
Romanticism/ivan-aivazovsky_bracing-the-waves-1890.jpg,ivan aivazovsky,0.6041585,0.39584148
Romanticism/akseli-gallen-kallela_d-masqu-e-1888.jpg,akseli gallen kallela,0.5586046,0.4413954
Romanticism/richard-parkes-bonington_francis-i-and-the-duchess-of-etampes.jpg,richard parkes bonington,0.7016181,0.29838192
Romanticism/ivan-aivazovsky_view-of-yalta-1867.jpg,ivan aivazovsky,0.56235623,0.43764377
Romanticism/sir-lawrence-alma-tadema_this-is-our-corner-1872.jpg,sir lawrence alma tadema,0.5193947,0.4806053
Romanticism/william-turner_childe-harold.jpg,william turner,0.64306676,0.35693324
Romanticism/francisco-goya_still-life-plucked-turkey-and-pan-with-fish-1812.jpg,francisco goya,0.39590794,0.60409206
Romanticism/alfred-stevens_reverie-1854.jpg,alfred stevens,0.60383964,0.39616036
Romanticism/john-atkinson-grimshaw_in-the-winter.jpg,john atkinson grimshaw,0.6432949,0.35670513
Romanticism/jan-matejko_our-lady.jpg,jan matejko,0.69247425,0.30752575
Romanticism/pierre-paul-prud'hon_jean-baptiste-landel.jpg,pierre paul prud'hon,0.6266123,0.3733877
Romanticism/gustave-dore_the-eagle-ii.jpg,gustave dore,0.51223713,0.48776287
Romanticism/christen-kobke_view-from-a-window-in-toldbodvej-looking-towards-the-citadel-in-copenhagen-1833.jpg,christen kobke,0.54160684,0.45839316
Romanticism/karl-bodmer_indians-hunting-the-bison-right-1832.jpg,karl bodmer,0.5922674,0.4077326
Romanticism/paul-cezanne_landscape-1867.jpg,paul cezanne,0.40093186,0.59906816
Romanticism/jan-matejko_wladyslaw-of-varna-1.jpg,jan matejko,0.61174643,0.38825357
Romanticism/francisco-goya_incantation.jpg,francisco goya,0.65597373,0.34402627
Romanticism/john-roddam-spencer-stanhope_charon-and-psyche-1883.jpg,john roddam spencer stanhope,0.6902901,0.3097099
Romanticism/francesco-hayez_penitent-mary-magdalene-1825.jpg,francesco hayez,0.6207454,0.37925458
Romanticism/vasily-polenov_prodigal-son-1874.jpg,vasily polenov,0.68889,0.31111002
Romanticism/konstantin-makovsky_sunday-evening-in-the-village.jpg,konstantin makovsky,0.5076755,0.49232447
Romanticism/william-turner_fishermen-at-sea.jpg,william turner,0.5244247,0.47557533
Romanticism/karl-bryullov_portrait-of-the-architect-a-bolotov.jpg,karl bryullov,0.44120532,0.5587947
Romanticism/ivan-aivazovsky_the-shipwreck-on-northern-sea-1865.jpg,ivan aivazovsky,0.4422867,0.55771327
Romanticism/gustave-dore_to-whom-the-winged-hierarch-replied-o-adam-one-almighty-is-from-whom-all-things-proceed.jpg,gustave dore,0.5543822,0.4456178
Romanticism/thomas-cole_dimensions-and-material-of-painting-1828.jpg,thomas cole,0.5240134,0.4759866
Romanticism/camille-corot_the-eldest-daughter-of-m-edouard-delalain-mme-de-graet.jpg,camille corot,0.47012523,0.5298748
Romanticism/konstantin-makovsky_christ-among-the-teachers.jpg,konstantin makovsky,0.67059827,0.32940173
Romanticism/ivan-aivazovsky_sunset-at-sea-1898.jpg,ivan aivazovsky,0.6202832,0.3797168
Romanticism/ivan-aivazovsky_seascape-2.jpg,ivan aivazovsky,0.43576497,0.56423503
Romanticism/konstantin-makovsky_portrait-9.jpg,konstantin makovsky,0.6320952,0.36790478
Romanticism/konstantin-makovsky_portrait-of-an-unknown-in-red-dress.jpg,konstantin makovsky,0.36173856,0.63826144
Romanticism/franz-xaver-winterhalter_albert-edward-prince-of-wales-1846.jpg,franz xaver winterhalter,0.62050617,0.37949383
Romanticism/konstantin-makovsky_portrait-19.jpg,konstantin makovsky,0.5266266,0.4733734
Romanticism/ivan-aivazovsky_windmill.jpg,ivan aivazovsky,0.5875016,0.4124984
Romanticism/thomas-cole_tree-in-the-catskills-1844.jpg,thomas cole,0.3738179,0.6261821
Romanticism/alfred-stevens_lovelorn.jpg,alfred stevens,0.59187603,0.40812397
Romanticism/john-singleton-copley_the-victory-of-lord-duncan-1799.jpg,john singleton copley,0.6601436,0.3398564
Romanticism/theodore-chasseriau_sc-ne-de-bataille-guerrier-gaulois-cheval.jpg,theodore chasseriau,0.59136814,0.40863186
Romanticism/john-william-waterhouse_sketch-for-flora-and-the-zephyrs.jpg,john william waterhouse,0.66782606,0.33217394
Romanticism/ford-madox-brown_jacob-and-joseph-s-coat-1871(1).jpg,ford madox brown,0.6478215,0.3521785
Romanticism/miklos-barabas_portrait-of-poet-mih-ly-v-r-smarty-1836.jpg,miklos barabas,0.569259,0.430741
Romanticism/karl-bryullov_the-judas-kiss-1847.jpg,karl bryullov,0.6499937,0.35000628
Romanticism/john-everett-millais_the-order-of-release-1853.jpg,john everett millais,0.5202011,0.4797989
Romanticism/eugene-delacroix_apollo-slays-python-1851(1).jpg,eugene delacroix,0.49006063,0.5099394
Romanticism/gustave-dore_the-battle-of-dorylaeum.jpg,gustave dore,0.48369363,0.5163064
Romanticism/edward-burne-jones_the-fall-of-lucifer-1894.jpg,edward burne jones,0.45190862,0.5480914
Romanticism/cornelis-springer_figures-on-a-market-square-in-a-dutch-town-1843.jpg,cornelis springer,0.45909083,0.5409092
Romanticism/eugene-delacroix_woman-from-algiers-with-windhund-1854(1).jpg,eugene delacroix,0.6411642,0.35883582
Romanticism/konstantin-makovsky_celebration-in-ukraine.jpg,konstantin makovsky,0.65425074,0.34574926
Romanticism/david-wilkie_queen-victoria-detail-1840.jpg,david wilkie,0.69356704,0.30643296
Romanticism/francisco-goya_the-esquilache-riots.jpg,francisco goya,0.73790085,0.26209915
Romanticism/alexey-venetsianov_portret-of-i-v-bugaevskiy-blagodarniy.jpg,alexey venetsianov,0.5842845,0.41571552
Romanticism/caspar-david-friedrich_wans-among-the-reeds-at-the-first-morgenro.jpg,caspar david friedrich,0.30691355,0.69308645
Romanticism/william-turner_the-battle-of-trafalgar-as-seen-from-the-mizen-starboard-shrouds-of-the-victory-1808.jpg,william turner,0.6710593,0.3289407
Romanticism/william-turner_ploughing-up-turnips-near-slough.jpg,william turner,0.66708606,0.33291394
Romanticism/ivan-aivazovsky_near-crimean-coast-1890.jpg,ivan aivazovsky,0.60868067,0.39131933
Romanticism/jan-matejko_bona-ossowiecka.jpg,jan matejko,0.6335223,0.36647773
Romanticism/maxim-vorobiev_sphinxes-lining-a-quay-in-front-of-st-petersburg-academy-of-arts-1835.jpg,maxim vorobiev,0.56901646,0.43098354
Romanticism/gustave-dore_the-inferno-canto-30-1.jpg,gustave dore,0.63563246,0.36436754
Romanticism/ferdinand-georg-waldmã¼ller_view-to-m-dling(1).jpg,ferdinand georg waldmã¼ller,0.39030403,0.609696
Romanticism/vasily-tropinin_portrait-of-the-artist-n-i-utkin-with-a-pencil-1841.jpg,vasily tropinin,0.54466695,0.45533305
Romanticism/david-wilkie_distraining-for-rent-1815(1).jpg,david wilkie,0.59821576,0.40178424
Romanticism/ivan-aivazovsky_view-of-odessa-from-the-sea-1865.jpg,ivan aivazovsky,0.42838144,0.57161856
Romanticism/ivan-aivazovsky_the-betrayal-of-judas-1834.jpg,ivan aivazovsky,0.60849077,0.39150923
Romanticism/gustave-dore_the-veteran.jpg,gustave dore,0.63348496,0.36651504
Romanticism/gustave-dore_don-quixote-23.jpg,gustave dore,0.5685663,0.43143368
Romanticism/eugene-delacroix_the-liberty-leading-the-people-1830.jpg,eugene delacroix,0.6291923,0.3708077
Romanticism/eugene-delacroix_the-natchez-1825(1).jpg,eugene delacroix,0.6618726,0.33812737
Romanticism/orest-kiprensky_ivan-krylov-and-anna-fuhrman-in-the-living-room-1816.jpg,orest kiprensky,0.63083494,0.36916506
Romanticism/konstantin-makovsky_female-portrait-9.jpg,konstantin makovsky,0.54139656,0.45860344
Romanticism/ford-madox-brown_dalton-collecting-marsh-fire-gas-1893.jpg,ford madox brown,0.67861557,0.32138443
Romanticism/konstantin-makovsky_portrait-of-count-sergei-grigoriyevich-stroganov.jpg,konstantin makovsky,0.44404447,0.5559555
Romanticism/ivan-aivazovsky_lisbon-sunrise-1860.jpg,ivan aivazovsky,0.52053803,0.47946197
Romanticism/sir-lawrence-alma-tadema_maria-magdalena-1854.jpg,sir lawrence alma tadema,0.60491014,0.39508986
Romanticism/franz-richard-unterberger_capri.jpg,franz richard unterberger,0.6615666,0.33843338
Romanticism/orest-kiprensky_portrait-of-an-officer-1813.jpg,orest kiprensky,0.6189511,0.38104892
Romanticism/eugene-delacroix_study-of-the-sky-at-sunset-1849(1).jpg,eugene delacroix,0.33831522,0.66168475
Romanticism/dante-gabriel-rossetti_a-sea-spell-1877.jpg,dante gabriel rossetti,0.5111315,0.48886847
Romanticism/john-atkinson-grimshaw_whitby-from-scotch-head-1879.jpg,john atkinson grimshaw,0.60417604,0.39582396
Romanticism/gustave-dore_edward-i-of-england-kills-his-would-be-assassin-in-june-1272-1877.jpg,gustave dore,0.5383426,0.4616574
Romanticism/francisco-goya_woman-battered-with-a-cane.jpg,francisco goya,0.6283673,0.3716327
Romanticism/alexey-bogolyubov_mosque-in-istanbul.jpg,alexey bogolyubov,0.4452256,0.5547744
Romanticism/gustave-dore_don-quixote-52.jpg,gustave dore,0.62848437,0.37151563
Romanticism/cornelis-springer_city-view.jpg,cornelis springer,0.5063138,0.4936862
Romanticism/taras-shevchenko_landscape-with-kurgan-stelae-1845.jpg,taras shevchenko,0.59812427,0.40187573
Romanticism/ivan-aivazovsky_flock-of-sheep-with-herdsmen-unset-1870.jpg,ivan aivazovsky,0.66788316,0.33211684
Romanticism/william-turner_undine-giving-the-ring-to-massaniello-fisherman-of-naples.jpg,william turner,0.51951087,0.48048913
Romanticism/gustave-dore_don-quixote-141.jpg,gustave dore,0.56929636,0.43070364
Romanticism/karl-bodmer_landscape-with-buffalo-on-the-upper-missouri-1833.jpg,karl bodmer,0.49089023,0.50910974
Romanticism/eugene-delacroix_adam-and-eve(1).jpg,eugene delacroix,0.47184706,0.52815294
Romanticism/alexander-ivanov_torre-del-greco-near-pompea-and-naples-1846.jpg,alexander ivanov,0.64238214,0.35761786
Romanticism/john-william-waterhouse_phyllis-waterlow-1895.jpg,john william waterhouse,0.5061313,0.4938687
Romanticism/george-frederick-watts_dorothy-tennant-later-lady-stanley(1).jpg,george frederick watts,0.6288987,0.37110132
Romanticism/ivan-aivazovsky_sea-at-night.jpg,ivan aivazovsky,0.37969452,0.6203055
Romanticism/fyodor-solntsev_royal-clothing-of-the-xvii-century-the-image-of-tsar-fedor-alekseevich.jpg,fyodor solntsev,0.53954744,0.46045256
Romanticism/konstantin-makovsky_widow.jpg,konstantin makovsky,0.6262028,0.37379718
Romanticism/dante-gabriel-rossetti_the-roseleaf.jpg,dante gabriel rossetti,0.54034305,0.45965695
Romanticism/ivan-aivazovsky_tempest-on-the-black-sea-1875.jpg,ivan aivazovsky,0.6005018,0.39949822
Romanticism/william-turner_morning-amongst-the-coniston-fells-cumberland.jpg,william turner,0.5180292,0.4819708
Romanticism/george-stubbs_a-grey-horse.jpg,george stubbs,0.4875777,0.5124223
Romanticism/gustave-dore_the-buyers-and-sellers-driven-out-of-temple.jpg,gustave dore,0.57607514,0.42392486
Romanticism/karl-bodmer_assiniboin-indians.jpg,karl bodmer,0.5901997,0.4098003
Romanticism/carl-larsson_clair-obscur-1877(1).jpg,carl larsson,0.59901184,0.40098816
Romanticism/gustave-dore_jesus-falling-beneath-the-cross.jpg,gustave dore,0.605526,0.39447403
Romanticism/karl-bodmer_remarkable-hills-on-the-upper-missouri-plate-34-from-volume-2-of-travels-in-the-interior-of-1843.jpg,karl bodmer,0.3151924,0.6848076
Romanticism/edward-burne-jones_the-virgin.jpg,edward burne jones,0.5785537,0.42144632
Romanticism/gustave-dore_the-panther(1).jpg,gustave dore,0.55969906,0.44030094
Romanticism/jan-matejko_john-albert.jpg,jan matejko,0.64890784,0.35109216
Romanticism/jehan-georges-vibert_an-afternoon-libation.jpg,jehan georges vibert,0.5027615,0.49723852
Romanticism/ivan-aivazovsky_sea-rocks-1889.jpg,ivan aivazovsky,0.45228568,0.54771435
Romanticism/edward-burne-jones_green-summer-1868.jpg,edward burne jones,0.705662,0.294338
